"","Zone_1","Zone_2","Zone_3","Zone_4","Zone_5","Zone_6","Zone_7","Zone_8","Zone_9","Zone_10"
"ylpm1",1.04108979343559e-07,0.483645322708631,4.26971538896921,6.39862100413148,5.88214075604223,4.56807140502622,3.33787874365761,2.3946569153802,1.71799174710937,1.24264703055691
"yme1l1",1.49777038489705e-06,1.63028434895043,13.8128461864294,20.4277708821776,18.6617828154063,14.4421279712905,10.5298781449296,7.54331245101219,5.40618204054475,3.9073772471587
"yod1",1.1303582590627e-07,0.699069100085017,6.17701948899172,9.20623847886646,8.43682164082484,6.54074696306426,4.7745284540681,3.4232585473094,2.45500336903826,1.77530309317358
"ypel2",2.42492411478817e-07,1.18622302406146,9.72226281307774,14.0807113975462,12.7169001190127,9.77282002331548,7.09231367903614,5.06396587659586,3.62035766461948,2.61169635506355
"ypel3",1.50269957193015e-06,0.896638961398953,6.73286390294062,9.73083249223202,8.82595004380348,6.81087341961448,4.9595326534064,3.55072544917587,2.54402908865187,1.83850180983707
"ypel5",3.08464863093828e-07,0.643433153369339,5.50197946450981,8.24957281760822,7.61974553240519,5.94653097560036,4.36388495855482,3.14222605988915,2.2613164367652,1.63995494149343
"yrdc",2.14285868436975e-07,0.517414573339663,3.76371622948317,5.25824584037069,4.66994270786813,3.55412048623138,2.5629396052009,1.82173946629953,1.29803718973029,0.933952843568093
"ythdc1",6.16744224988026e-08,0.670821845183019,5.7560939879511,8.49676455851392,7.75992754480894,6.00786957538945,4.38323748207579,3.14218248047624,2.25342557520001,1.62966102619991
"ythdc2",3.75691486771273e-08,0.162124139574354,1.46447928151149,2.21398202775164,2.04459540835803,1.59228169724431,1.16567300334823,0.837410737647959,0.601395184422498,0.435344111994394
"ythdf1",5.02870204811067e-07,0.891412397192877,6.9409486911031,9.93807640601196,8.93638985161664,6.852644789655,4.96682941017233,3.54348688435412,2.53191708748599,1.82576544408735
"ythdf2",1.6142249705651e-07,0.814962103555941,6.73795971229024,9.75234312288255,8.78608140943037,6.73509333852972,4.87701069072586,3.47570563956036,2.48093884303272,1.78732431054879
"ythdf3",4.14440757896714e-07,1.45629249372307,11.3199961161831,16.1907327362135,14.5540988544664,11.1595125846947,8.0884770475396,5.77074830815997,4.12352805018358,2.97360599055958
"ywhab",5.18076171421234e-07,1.76086888792838,14.8905664752456,21.8027682431374,19.7788747305651,15.2319087310348,11.0662119801229,7.90617571704019,5.65431173831278,4.07981401557066
